id,leaf_length_cm,leaf_width_cm,color_score,species,tree_type
571,7.83,4.348,0.633,Poplar,Deciduous
572,4.209,2.143,0.724,Cherry,Deciduous
573,4.596,2.304,0.666,Cherry,Deciduous
574,4.843,2.354,0.354,Cedar,Coniferous
575,13.373,4.503,0.719,Oak,Deciduous
576,9.373,4.378,0.656,Poplar,Deciduous
577,5.825,1.983,0.359,Pine,Coniferous
578,9.268,5.587,0.793,Ash,Deciduous
579,9.572,4.095,0.665,Willow,Deciduous
580,7.193,2.946,0.569,Cherry,Deciduous
581,6.279,1.764,0.431,Pine,Coniferous
582,8.585,3.597,0.539,Poplar,Deciduous
583,6.2,2.849,0.425,Pine,Coniferous
584,6.782,2.828,0.663,Cherry,Deciduous
585,5.868,2.474,0.333,Pine,Coniferous
586,10.118,4.294,0.596,Willow,Deciduous
587,10.631,3.17,0.545,Poplar,Deciduous
588,5.209,1.119,0.33,Cedar,Coniferous
589,8.097,4.051,0.511,Maple,Deciduous
590,8.407,4.937,0.631,Poplar,Deciduous
591,5.942,3.043,0.699,Cherry,Deciduous
592,6.385,2.608,0.42,Pine,Coniferous
593,5.895,2.404,0.383,Cedar,Coniferous
594,11.102,3.823,0.663,Poplar,Deciduous
595,9.617,4.006,0.579,Poplar,Deciduous
596,6.935,2.096,0.423,Pine,Coniferous
597,10.117,4.345,0.578,Willow,Deciduous
598,5.208,2.208,0.355,Cedar,Coniferous
599,5.408,2.972,0.452,Pine,Coniferous
600,7.237,2.245,0.558,Birch,Deciduous
601,9.973,3.679,0.623,Maple,Deciduous
602,10.205,4.317,0.745,Ash,Deciduous
603,5.007,2.72,0.376,Pine,Coniferous
604,9.907,3.947,0.645,Poplar,Deciduous
605,11.161,3.103,0.622,Poplar,Deciduous
606,6.079,2.449,0.678,Cherry,Deciduous
607,8.421,4.362,0.63,Maple,Deciduous
608,6.28,3.393,0.386,Spruce,Coniferous
609,11.647,5.799,0.741,Ash,Deciduous
610,11.21,3.493,0.537,Poplar,Deciduous
611,12.607,5.217,0.795,Oak,Deciduous
612,7.108,3.769,0.632,Poplar,Deciduous
613,6.886,3.124,0.524,Birch,Deciduous
614,8.941,7.262,0.759,Oak,Deciduous
615,6.974,4.871,0.724,Ash,Deciduous
616,4.878,1.729,0.379,Cedar,Coniferous
617,6.893,2.156,0.54,Birch,Deciduous
618,8.357,4.474,0.583,Maple,Deciduous
619,10.413,6.604,0.782,Oak,Deciduous
620,5.631,3.385,0.371,Pine,Coniferous
621,6.767,2.67,0.554,Birch,Deciduous
622,9.503,3.489,0.653,Willow,Deciduous
623,7.062,4.361,0.534,Maple,Deciduous
624,10.678,3.669,0.646,Willow,Deciduous
625,9.726,4.756,0.647,Ash,Deciduous
626,9.433,4.383,0.538,Poplar,Deciduous
627,6.938,3.52,0.536,Birch,Deciduous
628,6.176,2.563,0.438,Pine,Coniferous
629,7.376,3.003,0.456,Birch,Deciduous
630,14.814,7.608,0.66,Oak,Deciduous
631,6.822,2.094,0.355,Pine,Coniferous
632,8.118,2.622,0.56,Maple,Deciduous
633,9.721,6.205,0.708,Oak,Deciduous
634,10.416,4.133,0.657,Willow,Deciduous
635,6.271,3.199,0.427,Cedar,Coniferous
636,6.75,4.314,0.609,Maple,Deciduous
637,5.833,3.505,0.326,Pine,Coniferous
638,9.354,5.509,0.69,Ash,Deciduous
639,9.322,5.105,0.681,Poplar,Deciduous
640,7.8,2.89,0.755,Cherry,Deciduous
641,10.06,4.068,0.65,Willow,Deciduous
642,12.145,2.726,0.595,Willow,Deciduous
643,6.434,2.155,0.392,Spruce,Coniferous
644,6.014,2.314,0.351,Cedar,Coniferous
645,9.077,5.109,0.737,Ash,Deciduous
646,7.173,2.165,0.577,Cherry,Deciduous
647,11.619,3.638,0.653,Willow,Deciduous
648,10.073,6.053,0.758,Ash,Deciduous
649,9.912,3.641,0.554,Maple,Deciduous
650,10.149,5.141,0.669,Ash,Deciduous
651,7.955,3.98,0.68,Cherry,Deciduous
652,8.581,4.009,0.623,Maple,Deciduous
653,12.171,4.947,0.651,Poplar,Deciduous
654,4.213,3.012,0.378,Spruce,Coniferous
655,10.65,3.46,0.543,Maple,Deciduous
656,6.305,2.384,0.366,Cedar,Coniferous
657,6.89,2.538,0.746,Cherry,Deciduous
658,7.802,3.48,0.468,Maple,Deciduous
659,6.666,3.004,0.413,Pine,Coniferous
660,4.618,2.625,0.443,Pine,Coniferous
661,6.153,2.629,0.408,Pine,Coniferous
662,13.505,5.517,0.667,Oak,Deciduous
663,5.835,2.13,0.725,Cherry,Deciduous
664,6.053,2.52,0.414,Pine,Coniferous
665,5.528,2.896,0.342,Cedar,Coniferous
666,5.224,1.927,0.26,Spruce,Coniferous
667,8.901,3.256,0.646,Maple,Deciduous
668,9.712,3.111,0.597,Willow,Deciduous
669,6.488,2.367,0.742,Cherry,Deciduous
670,10.203,6.698,0.708,Oak,Deciduous
671,7.51,1.905,0.73,Cherry,Deciduous
672,13.703,6.493,0.736,Oak,Deciduous
673,6.325,1.992,0.412,Pine,Coniferous
674,9.286,3.923,0.577,Maple,Deciduous
675,7.733,3.012,0.604,Birch,Deciduous
676,9.701,4.093,0.702,Willow,Deciduous
677,9.586,3.435,0.606,Willow,Deciduous
678,6.383,2.733,0.412,Pine,Coniferous
679,9.034,4.935,0.707,Ash,Deciduous
680,9.73,3.986,0.656,Willow,Deciduous
681,6.185,2.43,0.357,Spruce,Coniferous
682,11.248,4.431,0.685,Maple,Deciduous
683,5.814,2.7,0.458,Pine,Coniferous
684,5.423,2.739,0.682,Cherry,Deciduous
685,10.397,4.932,0.594,Ash,Deciduous
686,10.938,4.069,0.749,Ash,Deciduous
687,10.825,6.385,0.8,Oak,Deciduous
688,5.329,2.215,0.438,Cedar,Coniferous
689,9.15,4.443,0.676,Ash,Deciduous
690,9.434,4.722,0.547,Poplar,Deciduous
691,10.318,5.45,0.699,Ash,Deciduous
692,8.524,4.031,0.688,Poplar,Deciduous
693,12.376,5.874,0.758,Oak,Deciduous
694,5.394,1.763,0.364,Spruce,Coniferous
695,6.648,2.294,0.541,Birch,Deciduous
696,4.641,1.942,0.41,Spruce,Coniferous
697,12.537,5.58,0.801,Oak,Deciduous
698,6.191,2.697,0.399,Pine,Coniferous
699,6.163,2.408,0.391,Cedar,Coniferous
700,12.07,3.984,0.648,Maple,Deciduous
701,8.211,4.091,0.625,Poplar,Deciduous
702,9.165,4.813,0.82,Ash,Deciduous
703,10.851,3.206,0.581,Willow,Deciduous
704,4.761,2.704,0.352,Spruce,Coniferous
705,10.928,4.357,0.621,Poplar,Deciduous
706,9.23,4.67,0.625,Poplar,Deciduous
707,5.102,2.528,0.309,Cedar,Coniferous
708,9.855,4.875,0.682,Oak,Deciduous
709,5.506,3.272,0.691,Cherry,Deciduous
710,5.369,2.426,0.697,Cherry,Deciduous
711,8.025,5.358,0.817,Ash,Deciduous
712,8.196,2.333,0.54,Birch,Deciduous
713,13.22,5.368,0.854,Oak,Deciduous
714,11.869,5.102,0.691,Ash,Deciduous
715,9.291,3.922,0.662,Willow,Deciduous
716,8.239,3.617,0.61,Birch,Deciduous
717,7.569,2.763,0.706,Cherry,Deciduous
718,9.362,3.605,0.6,Maple,Deciduous
719,4.481,2.419,0.368,Pine,Coniferous
720,10.554,3.717,0.626,Willow,Deciduous
721,4.795,2.924,0.695,Cherry,Deciduous
722,7.043,2.69,0.41,Pine,Coniferous
723,7.628,4.253,0.571,Maple,Deciduous
724,4.758,2.398,0.684,Cherry,Deciduous
725,6.147,2.315,0.331,Spruce,Coniferous
726,8.533,3.962,0.664,Poplar,Deciduous
727,8.835,4.243,0.598,Maple,Deciduous
728,9.421,4.283,0.559,Maple,Deciduous
729,7.102,1.609,0.307,Spruce,Coniferous
730,5.138,2.436,0.354,Spruce,Coniferous
731,8.899,4.921,0.539,Poplar,Deciduous
732,7.781,3.911,0.598,Maple,Deciduous
733,7.379,3.868,0.76,Cherry,Deciduous
734,4.848,2.165,0.381,Pine,Coniferous
735,8.962,3.641,0.601,Poplar,Deciduous
736,8.621,5.315,0.615,Poplar,Deciduous
737,13.463,6.214,0.763,Oak,Deciduous
738,7.103,4.299,0.62,Maple,Deciduous
739,11.434,4.222,0.644,Willow,Deciduous
740,11.688,6.506,0.811,Oak,Deciduous
741,6.466,2.924,0.349,Spruce,Coniferous
742,7.656,4.636,0.603,Maple,Deciduous
743,6.129,2.701,0.691,Cherry,Deciduous
744,10.298,4.773,0.784,Ash,Deciduous
745,7.567,4.425,0.685,Poplar,Deciduous
746,5.396,1.963,0.354,Spruce,Coniferous
747,9.832,4.196,0.488,Maple,Deciduous
748,8.325,3.426,0.574,Maple,Deciduous
749,10.146,3.539,0.489,Maple,Deciduous
750,8.435,4.024,0.58,Poplar,Deciduous
751,5.031,2.365,0.448,Cedar,Coniferous
752,11.402,3.691,0.679,Willow,Deciduous
753,8.821,3.634,0.661,Poplar,Deciduous
754,9.307,5.079,0.689,Poplar,Deciduous
755,7.189,3.039,0.671,Cherry,Deciduous
756,13.958,5.968,0.76,Oak,Deciduous
757,4.293,2.478,0.371,Cedar,Coniferous
758,5.415,3.073,0.4,Spruce,Coniferous
759,10.112,4.753,0.726,Ash,Deciduous
760,12.436,3.676,0.65,Willow,Deciduous
761,5.99,2.605,0.768,Cherry,Deciduous
762,6.543,2.457,0.383,Pine,Coniferous
763,7.921,3.404,0.557,Birch,Deciduous
764,13.093,3.825,0.676,Willow,Deciduous
765,9.095,3.927,0.692,Ash,Deciduous
766,7.736,4.351,0.612,Maple,Deciduous
767,4.283,2.413,0.386,Pine,Coniferous
768,5.169,2.69,0.404,Spruce,Coniferous
769,6.815,3.26,0.305,Spruce,Coniferous
770,5.45,2.864,0.494,Birch,Deciduous
771,5.256,1.825,0.342,Cedar,Coniferous
772,5.375,2.406,0.369,Pine,Coniferous
773,6.23,2.4,0.543,Birch,Deciduous
774,10.02,5.973,0.723,Oak,Deciduous
775,6.544,2.263,0.713,Cherry,Deciduous
776,7.789,2.472,0.658,Cherry,Deciduous
777,8.485,3.411,0.577,Maple,Deciduous
778,13.769,5.586,0.676,Oak,Deciduous
779,5.9,2.386,0.434,Pine,Coniferous
780,8.506,2.806,0.692,Cherry,Deciduous
781,5.607,2.448,0.313,Spruce,Coniferous
782,4.961,2.155,0.434,Cedar,Coniferous
783,7.369,4.459,0.722,Ash,Deciduous
784,5.811,2.003,0.295,Spruce,Coniferous
785,10.499,4.287,0.707,Ash,Deciduous
786,9.408,3.369,0.766,Willow,Deciduous
787,7.484,2.72,0.666,Cherry,Deciduous
788,5.541,2.481,0.412,Pine,Coniferous
789,10.404,3.362,0.616,Willow,Deciduous
790,7.26,2.564,0.346,Pine,Coniferous
791,6.55,2.275,0.359,Spruce,Coniferous
792,7.271,1.963,0.691,Birch,Deciduous
793,10.626,3.074,0.567,Poplar,Deciduous
794,13.285,5.703,0.8,Oak,Deciduous
795,6.777,3.432,0.579,Poplar,Deciduous
796,6.741,3.017,0.611,Birch,Deciduous
797,11.722,7.153,0.772,Oak,Deciduous
798,11.789,3.241,0.656,Willow,Deciduous
799,10.68,3.027,0.634,Poplar,Deciduous
800,6.289,3.338,0.419,Pine,Coniferous
801,6.1,1.568,0.348,Spruce,Coniferous
802,7.727,3.874,0.519,Birch,Deciduous
803,6.119,2.111,0.42,Cedar,Coniferous
804,6.227,2.901,0.376,Pine,Coniferous
805,5.293,2.571,0.362,Cedar,Coniferous
806,9.437,5.963,0.777,Ash,Deciduous
807,10.747,3.142,0.673,Willow,Deciduous
808,8.342,4.803,0.513,Poplar,Deciduous
809,12.944,4.932,0.704,Oak,Deciduous
810,9.738,5.068,0.675,Poplar,Deciduous
811,8.73,3.768,0.678,Maple,Deciduous
812,7.723,3.485,0.549,Birch,Deciduous
813,7.196,2.806,0.424,Pine,Coniferous
814,7.012,3.366,0.532,Birch,Deciduous
815,10.997,3.033,0.65,Willow,Deciduous
816,10.475,2.181,0.656,Willow,Deciduous
817,4.995,1.312,0.423,Cedar,Coniferous
818,6.414,3.295,0.736,Cherry,Deciduous
819,10.493,5.071,0.613,Poplar,Deciduous
820,4.424,1.203,0.299,Cedar,Coniferous
821,8.442,4.496,0.632,Maple,Deciduous
822,8.752,4.483,0.588,Poplar,Deciduous
823,12.727,3.212,0.656,Willow,Deciduous
824,8.086,4.362,0.629,Poplar,Deciduous
825,5.275,2.28,0.406,Spruce,Coniferous
826,5.55,2.928,0.518,Birch,Deciduous
827,7.648,3.326,0.633,Maple,Deciduous
828,6.394,2.443,0.414,Pine,Coniferous
829,6.24,2.974,0.763,Cherry,Deciduous
830,6.239,3.178,0.685,Cherry,Deciduous
831,6.598,5.832,0.703,Ash,Deciduous
832,7.979,3.057,0.504,Birch,Deciduous
833,12.019,5.575,0.811,Oak,Deciduous
834,8.383,3.685,0.672,Poplar,Deciduous
835,10.888,3.814,0.602,Willow,Deciduous
836,5.142,2.394,0.329,Spruce,Coniferous
837,7.672,2.875,0.686,Poplar,Deciduous
838,9.617,3.224,0.582,Maple,Deciduous
839,4.865,1.879,0.349,Spruce,Coniferous
840,4.992,2.25,0.406,Spruce,Coniferous
841,8.264,3.897,0.633,Poplar,Deciduous
842,10.491,6.178,0.695,Oak,Deciduous
843,8.812,3.26,0.598,Birch,Deciduous
844,10.076,3.665,0.53,Maple,Deciduous
845,8.814,5.51,0.622,Oak,Deciduous
846,12.997,4.009,0.636,Poplar,Deciduous
847,4.193,2.599,0.4,Cedar,Coniferous
848,10.022,5.933,0.714,Ash,Deciduous
849,9.646,4.486,0.604,Poplar,Deciduous
850,12.747,5.185,0.738,Ash,Deciduous
851,8.323,2.816,0.545,Birch,Deciduous
852,10.169,5.218,0.779,Oak,Deciduous
853,7.877,2.369,0.443,Pine,Coniferous
854,7.772,3.599,0.601,Cherry,Deciduous
855,7.299,2.98,0.416,Spruce,Coniferous
856,15.216,6.091,0.761,Oak,Deciduous
857,8.109,3.119,0.547,Birch,Deciduous
858,11.205,5.183,0.826,Oak,Deciduous
859,8.381,4.767,0.658,Ash,Deciduous
860,7.467,2.173,0.405,Spruce,Coniferous
861,11.321,3.514,0.575,Willow,Deciduous
862,11.219,3.728,0.655,Willow,Deciduous
863,6.862,2.464,0.326,Spruce,Coniferous
864,11.526,3.574,0.625,Poplar,Deciduous
865,6.04,2.453,0.574,Cherry,Deciduous
866,7.64,3.747,0.393,Spruce,Coniferous
867,7.194,3.849,0.579,Maple,Deciduous
868,10.34,3.331,0.619,Willow,Deciduous
869,6.271,2.421,0.433,Cedar,Coniferous
870,10.469,5.647,0.657,Poplar,Deciduous
871,5.03,2.353,0.389,Cedar,Coniferous
872,6.091,3.919,0.585,Maple,Deciduous
873,12.123,6.839,0.671,Oak,Deciduous
874,8.826,4.244,0.625,Ash,Deciduous
875,7.606,3.143,0.611,Cherry,Deciduous
876,5.442,2.915,0.387,Spruce,Coniferous
877,9.498,4.118,0.625,Willow,Deciduous
878,6.974,1.658,0.422,Pine,Coniferous
879,8.558,2.2,0.675,Birch,Deciduous
880,5.63,2.415,0.371,Pine,Coniferous
881,6.107,2.908,0.675,Birch,Deciduous
882,5.214,2.214,0.355,Pine,Coniferous
883,5.519,1.73,0.338,Spruce,Coniferous
884,12.944,3.622,0.745,Willow,Deciduous
885,10.45,3.525,0.662,Maple,Deciduous
886,6.537,3.107,0.581,Birch,Deciduous
887,10.1,4.463,0.598,Poplar,Deciduous
888,6.32,2.72,0.701,Cherry,Deciduous
889,10.425,4.138,0.609,Maple,Deciduous
890,10.688,4.779,0.723,Ash,Deciduous
891,10.741,3.476,0.734,Willow,Deciduous
892,8.373,4.169,0.658,Poplar,Deciduous
893,12.368,3.643,0.708,Willow,Deciduous
894,5.324,2.209,0.331,Spruce,Coniferous
895,9.762,4.395,0.766,Ash,Deciduous
896,12.381,4.941,0.619,Willow,Deciduous
897,4.477,1.5,0.434,Cedar,Coniferous
898,9.707,3.162,0.584,Willow,Deciduous
899,12.402,3.14,0.617,Willow,Deciduous
900,6.679,2.626,0.637,Cherry,Deciduous
901,11.053,4.97,0.59,Maple,Deciduous
902,9.618,3.42,0.703,Willow,Deciduous
903,11.205,3.439,0.644,Ash,Deciduous
904,6.747,2.541,0.387,Spruce,Coniferous
905,8.294,5.171,0.651,Poplar,Deciduous
906,9.509,3.102,0.686,Maple,Deciduous
907,4.698,2.506,0.377,Spruce,Coniferous
908,10.904,5.564,0.67,Oak,Deciduous
909,13.18,4.06,0.647,Willow,Deciduous
910,9.551,4.318,0.738,Ash,Deciduous
911,7.893,5.214,0.637,Maple,Deciduous
912,5.27,2.636,0.62,Birch,Deciduous
913,5.303,1.739,0.351,Cedar,Coniferous
914,5.961,1.82,0.409,Cedar,Coniferous
915,5.86,3.253,0.624,Cherry,Deciduous
916,5.06,2.194,0.364,Spruce,Coniferous
917,5.233,2.882,0.704,Cherry,Deciduous
918,11.133,6.027,0.697,Ash,Deciduous
919,8.805,4.403,0.659,Ash,Deciduous
920,13.431,6.474,0.665,Oak,Deciduous
921,9.525,5.155,0.681,Poplar,Deciduous
922,8.784,2.926,0.486,Birch,Deciduous
923,6.177,3.021,0.396,Pine,Coniferous
924,9.312,3.622,0.661,Maple,Deciduous
925,9.694,4.754,0.687,Poplar,Deciduous
926,5.707,2.867,0.686,Cherry,Deciduous
927,6.119,3.577,0.701,Cherry,Deciduous
928,12.406,4.523,0.682,Poplar,Deciduous
929,10.352,4.096,0.567,Maple,Deciduous
930,4.792,2.143,0.357,Pine,Coniferous
931,10.787,4.37,0.824,Oak,Deciduous
932,7.218,4.633,0.745,Ash,Deciduous
933,7.915,2.433,0.546,Birch,Deciduous
934,9.919,3.818,0.616,Maple,Deciduous
935,5.225,2.241,0.396,Cedar,Coniferous
936,12.09,6.83,0.672,Oak,Deciduous
937,11.141,4.921,0.611,Ash,Deciduous
938,12.343,2.561,0.602,Willow,Deciduous
939,10.928,6.059,0.803,Oak,Deciduous
940,10.795,3.099,0.642,Poplar,Deciduous
941,6.906,2.975,0.34,Spruce,Coniferous
942,12.397,4.752,0.743,Ash,Deciduous
943,8.606,4.556,0.603,Poplar,Deciduous
944,8.242,1.963,0.549,Birch,Deciduous
945,7.86,3.145,0.601,Birch,Deciduous
946,7.918,1.89,0.601,Birch,Deciduous
947,6.613,2.209,0.52,Birch,Deciduous
948,5.857,1.836,0.418,Cedar,Coniferous
949,13.679,7.063,0.685,Oak,Deciduous
950,6.236,1.998,0.381,Cedar,Coniferous
951,10.703,3.572,0.575,Willow,Deciduous
952,6.409,4.492,0.678,Poplar,Deciduous
953,9.56,3.73,0.655,Maple,Deciduous
954,8.056,2.441,0.676,Cherry,Deciduous
955,7.856,3.674,0.633,Maple,Deciduous
956,12.921,5.964,0.765,Oak,Deciduous
957,6.656,2.3,0.556,Birch,Deciduous
958,5.26,1.117,0.305,Spruce,Coniferous
959,10.828,4.41,0.559,Poplar,Deciduous
960,10.449,3.35,0.653,Willow,Deciduous
961,8.577,2.929,0.517,Birch,Deciduous
962,4.317,2.286,0.402,Pine,Coniferous
963,7.724,3.176,0.65,Cherry,Deciduous
964,5.905,4.556,0.543,Birch,Deciduous
965,5.387,3.07,0.708,Cherry,Deciduous
966,9.04,3.236,0.585,Poplar,Deciduous
967,13.233,5.815,0.766,Oak,Deciduous
968,5.393,2.421,0.362,Pine,Coniferous
969,4.4,2.013,0.358,Cedar,Coniferous
970,4.823,2.598,0.303,Spruce,Coniferous
971,7.581,2.786,0.519,Birch,Deciduous
972,11.758,5.633,0.727,Oak,Deciduous
973,14.05,6.894,0.83,Oak,Deciduous
974,5.032,2.59,0.42,Pine,Coniferous
975,4.07,2.29,0.33,Spruce,Coniferous
976,9.779,3.015,0.716,Willow,Deciduous
977,10.376,3.293,0.677,Willow,Deciduous
978,4.443,2.167,0.326,Cedar,Coniferous
979,7.088,3.138,0.669,Cherry,Deciduous
980,7.0,3.139,0.704,Cherry,Deciduous
981,9.176,4.503,0.642,Maple,Deciduous
982,11.274,6.786,0.857,Oak,Deciduous
983,8.786,4.065,0.581,Poplar,Deciduous
984,10.811,3.531,0.692,Willow,Deciduous
985,12.939,3.662,0.63,Willow,Deciduous
986,6.892,3.676,0.552,Birch,Deciduous
987,5.044,3.088,0.396,Spruce,Coniferous
988,12.773,5.711,0.755,Oak,Deciduous
989,11.504,3.337,0.614,Poplar,Deciduous
990,9.952,4.682,0.634,Poplar,Deciduous
991,11.489,3.8,0.644,Maple,Deciduous
992,7.068,2.928,0.444,Pine,Coniferous
993,10.243,4.048,0.599,Ash,Deciduous
994,5.235,2.679,0.381,Cedar,Coniferous
995,11.72,6.99,0.559,Ash,Deciduous
996,12.506,5.221,0.638,Poplar,Deciduous
997,5.612,1.846,0.376,Cedar,Coniferous
998,9.02,3.629,0.526,Willow,Deciduous
999,5.947,1.711,0.383,Spruce,Coniferous
1000,8.682,3.682,0.509,Birch,Deciduous
1001,11.12,4.92,0.713,Ash,Deciduous
1002,8.63,5.052,0.566,Poplar,Deciduous
1003,7.312,4.277,0.63,Maple,Deciduous
1004,6.948,3.288,0.667,Cherry,Deciduous
1005,10.239,5.481,0.634,Ash,Deciduous
1006,10.911,3.376,0.641,Willow,Deciduous
1007,9.454,4.032,0.6,Poplar,Deciduous
1008,6.702,5.156,0.741,Ash,Deciduous
1009,7.035,2.741,0.454,Spruce,Coniferous
1010,10.607,4.583,0.599,Willow,Deciduous
1011,6.702,3.257,0.6,Cherry,Deciduous
1012,5.869,3.184,0.576,Birch,Deciduous
1013,5.823,2.415,0.625,Cherry,Deciduous
1014,4.252,2.523,0.68,Cherry,Deciduous
1015,6.823,1.647,0.346,Cedar,Coniferous
1016,4.359,2.105,0.346,Cedar,Coniferous
1017,12.452,5.217,0.793,Oak,Deciduous
1018,9.116,5.479,0.62,Poplar,Deciduous
1019,12.397,3.172,0.55,Willow,Deciduous
1020,9.991,4.717,0.719,Ash,Deciduous
1021,7.18,3.588,0.617,Poplar,Deciduous
1022,11.218,3.209,0.616,Poplar,Deciduous
1023,12.771,6.355,0.764,Oak,Deciduous
1024,7.97,4.111,0.699,Poplar,Deciduous
1025,7.91,4.468,0.579,Birch,Deciduous
1026,8.689,2.496,0.431,Birch,Deciduous
1027,5.53,2.811,0.334,Spruce,Coniferous
1028,12.226,4.994,0.657,Ash,Deciduous
1029,6.772,4.826,0.553,Poplar,Deciduous
1030,6.112,3.812,0.501,Birch,Deciduous
1031,7.016,2.401,0.552,Birch,Deciduous
1032,11.611,3.933,0.67,Poplar,Deciduous
1033,5.245,1.955,0.32,Spruce,Coniferous
1034,10.397,3.288,0.689,Willow,Deciduous
1035,11.107,5.181,0.627,Ash,Deciduous
1036,6.307,2.669,0.663,Cherry,Deciduous
1037,10.394,5.43,0.695,Oak,Deciduous
1038,7.751,2.979,0.52,Birch,Deciduous
1039,7.115,3.646,0.519,Birch,Deciduous
1040,5.475,2.474,0.487,Pine,Coniferous
1041,9.888,3.3,0.567,Birch,Deciduous
1042,5.51,2.486,0.435,Cedar,Coniferous
1043,5.592,2.241,0.346,Spruce,Coniferous
1044,8.604,3.136,0.565,Birch,Deciduous
1045,7.065,2.467,0.379,Pine,Coniferous
1046,7.492,2.485,0.57,Birch,Deciduous
1047,8.197,3.921,0.661,Willow,Deciduous
1048,11.632,7.479,0.831,Oak,Deciduous
1049,5.782,1.402,0.316,Spruce,Coniferous
1050,8.609,3.403,0.544,Poplar,Deciduous
1051,4.727,2.247,0.457,Cedar,Coniferous
1052,6.536,2.588,0.49,Birch,Deciduous
1053,5.263,2.554,0.396,Spruce,Coniferous
1054,7.05,2.248,0.335,Spruce,Coniferous
1055,5.601,2.55,0.294,Spruce,Coniferous
1056,10.848,2.964,0.615,Willow,Deciduous
1057,7.93,4.111,0.636,Poplar,Deciduous
1058,13.913,3.125,0.649,Willow,Deciduous
1059,8.357,3.524,0.488,Birch,Deciduous
1060,13.586,5.277,0.76,Oak,Deciduous
1061,8.255,3.862,0.611,Maple,Deciduous
1062,5.391,2.474,0.412,Pine,Coniferous
1063,5.815,1.875,0.532,Birch,Deciduous
1064,7.49,2.996,0.418,Pine,Coniferous
1065,10.179,5.617,0.642,Oak,Deciduous
1066,6.964,3.692,0.713,Poplar,Deciduous
1067,5.408,2.772,0.422,Cedar,Coniferous
1068,9.466,3.123,0.739,Willow,Deciduous
1069,9.778,3.417,0.643,Maple,Deciduous
1070,9.199,4.873,0.797,Oak,Deciduous
1071,5.786,2.469,0.365,Spruce,Coniferous
1072,11.517,3.608,0.669,Willow,Deciduous
1073,5.253,2.407,0.587,Cherry,Deciduous
1074,12.893,5.63,0.683,Oak,Deciduous
1075,6.108,2.748,0.692,Cherry,Deciduous
1076,4.803,2.11,0.296,Cedar,Coniferous
1077,5.362,2.701,0.369,Pine,Coniferous
1078,8.22,4.417,0.586,Maple,Deciduous
1079,4.926,2.975,0.774,Cherry,Deciduous
1080,6.994,2.481,0.401,Cedar,Coniferous
1081,10.383,7.357,0.683,Oak,Deciduous
1082,8.614,5.205,0.683,Ash,Deciduous
1083,10.368,4.948,0.631,Maple,Deciduous
1084,9.563,4.495,0.627,Maple,Deciduous
1085,9.113,3.32,0.734,Willow,Deciduous
1086,10.872,4.873,0.683,Ash,Deciduous
1087,10.581,3.391,0.565,Maple,Deciduous
1088,10.674,6.749,0.625,Oak,Deciduous
1089,14.123,4.83,0.746,Ash,Deciduous
1090,6.157,2.346,0.372,Spruce,Coniferous
1091,6.274,2.446,0.386,Cedar,Coniferous
1092,9.45,4.589,0.704,Ash,Deciduous
1093,12.536,5.418,0.715,Oak,Deciduous
1094,4.971,3.535,0.729,Cherry,Deciduous
1095,9.288,4.564,0.614,Poplar,Deciduous
1096,11.229,5.556,0.773,Oak,Deciduous
1097,12.176,6.367,0.812,Oak,Deciduous
1098,3.451,3.112,0.376,Pine,Coniferous
1099,8.854,4.036,0.624,Maple,Deciduous
1100,9.301,3.602,0.806,Cherry,Deciduous
1101,9.933,5.808,0.78,Oak,Deciduous
1102,6.437,2.788,0.458,Cedar,Coniferous
1103,7.972,2.673,0.663,Cherry,Deciduous
1104,7.234,3.429,0.428,Birch,Deciduous
1105,11.772,5.498,0.767,Oak,Deciduous
1106,7.185,2.617,0.502,Birch,Deciduous
1107,9.858,4.228,0.676,Ash,Deciduous
1108,4.919,2.662,0.363,Cedar,Coniferous
1109,5.771,2.66,0.694,Cherry,Deciduous
1110,11.151,7.197,0.748,Oak,Deciduous
1111,6.053,1.26,0.387,Cedar,Coniferous
1112,8.962,5.709,0.756,Oak,Deciduous
1113,10.95,4.025,0.604,Maple,Deciduous
1114,6.547,2.301,0.409,Pine,Coniferous
1115,12.101,3.569,0.623,Willow,Deciduous
1116,5.363,1.946,0.421,Cedar,Coniferous
1117,9.052,3.349,0.644,Maple,Deciduous
1118,10.144,5.128,0.713,Ash,Deciduous
1119,12.467,6.358,0.809,Oak,Deciduous
1120,11.037,4.698,0.694,Ash,Deciduous
1121,6.878,4.235,0.537,Maple,Deciduous
1122,12.166,3.782,0.598,Willow,Deciduous
1123,8.045,2.123,0.356,Pine,Coniferous
1124,11.527,6.261,0.701,Oak,Deciduous
1125,6.947,2.389,0.384,Spruce,Coniferous
1126,13.769,6.295,0.858,Oak,Deciduous
1127,5.803,2.544,0.684,Cherry,Deciduous
1128,8.67,5.727,0.773,Ash,Deciduous
1129,8.676,3.554,0.595,Poplar,Deciduous
1130,6.726,2.078,0.302,Cedar,Coniferous
1131,5.974,2.075,0.375,Spruce,Coniferous
1132,9.665,3.931,0.625,Ash,Deciduous
1133,9.582,3.656,0.69,Maple,Deciduous
1134,9.34,3.182,0.631,Maple,Deciduous
1135,8.041,3.832,0.555,Birch,Deciduous
1136,9.892,5.356,0.65,Ash,Deciduous
